"","NR.AhR","NR.AR","NR.AR.LBD","NR.Aromatase","NR.ER","NR.ER.LBD","NR.PPAR.gamma","SR.ARE","SR.ATAD5","SR.HSE","SR.MMP","SR.p53"
"NCGC00255298-01",0,0,0,NA,0,0,0,NA,0,NA,NA,0
"NCGC00254502-01",0,0,0,1,NA,NA,NA,1,0,0,0,0
"NCGC00257382-01",0,1,NA,NA,NA,0,0,1,0,0,1,NA
"NCGC00181765-01",NA,0,0,0,0,0,0,NA,0,0,NA,0
"NCGC00255945-01",0,0,0,0,1,0,NA,NA,0,0,NA,0
"NCGC00258941-01",0,0,0,NA,NA,NA,NA,1,1,0,0,1
"NCGC00258203-01",NA,0,0,0,NA,0,0,NA,0,0,0,0
"NCGC00256886-01",0,0,0,NA,1,1,0,NA,0,NA,1,1
"NCGC00255458-01",NA,0,0,NA,NA,0,0,0,1,0,NA,0
"NCGC00257690-01",0,NA,NA,NA,0,0,0,0,0,0,NA,0
"NCGC00254558-01",0,0,0,1,1,NA,NA,1,0,0,NA,0
"NCGC00255543-01",0,0,0,NA,0,0,0,NA,0,NA,NA,0
"NCGC00091839-03",NA,0,0,0,0,0,0,NA,0,1,NA,0
"NCGC00254813-01",0,0,NA,NA,NA,0,0,0,0,0,1,NA
"NCGC00257792-01",1,0,0,0,1,NA,0,NA,0,0,NA,0
"NCGC00258272-01",0,0,0,0,NA,0,0,1,0,0,NA,NA
"NCGC00256768-01",NA,0,0,0,NA,0,0,1,0,0,NA,0
"NCGC00255402-01",0,0,0,NA,0,0,0,NA,0,0,NA,NA
"NCGC00254331-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00259973-01",0,0,0,1,NA,NA,0,NA,0,0,0,0
"NCGC00258261-01",0,NA,NA,0,NA,0,0,0,0,0,0,0
"NCGC00258653-01",NA,0,0,0,NA,0,0,0,0,0,NA,0
"NCGC00255322-01",0,0,0,0,1,NA,0,NA,0,0,NA,0
"NCGC00257756-01",0,NA,0,NA,NA,0,0,0,0,0,0,0
"NCGC00259372-01",NA,NA,0,NA,0,0,0,0,0,0,0,0
"NCGC00254371-01",0,0,NA,0,0,0,NA,0,0,0,0,0
"NCGC00254189-01",0,0,0,0,NA,0,0,NA,0,0,NA,0
"NCGC00258944-01",0,NA,0,0,NA,NA,0,0,0,0,0,0
"NCGC00258922-01",0,NA,NA,NA,NA,0,0,0,0,0,0,0
"NCGC00257802-01",NA,0,0,0,0,0,0,0,0,NA,NA,0
"NCGC00258924-01",0,NA,0,NA,NA,NA,0,0,0,0,0,0
"NCGC00254563-01",1,0,0,1,NA,0,0,NA,0,0,NA,0
"NCGC00255873-01",1,0,0,NA,NA,0,0,NA,0,0,NA,0
"NCGC00257255-01",0,NA,0,NA,NA,NA,0,0,0,0,0,0
"NCGC00258594-01",NA,0,0,NA,NA,0,0,0,0,0,NA,0
"NCGC00254800-01",0,0,0,1,NA,0,0,NA,0,0,1,NA
"NCGC00168267-02",0,0,0,1,0,0,NA,NA,0,0,NA,0
"NCGC00258841-01",NA,0,0,0,NA,NA,0,0,0,0,0,0
"NCGC00256254-01",NA,0,0,0,0,0,0,NA,0,0,NA,0
"NCGC00255656-01",1,0,NA,0,0,0,0,NA,0,0,NA,0
"NCGC00094532-06",NA,0,NA,NA,0,0,0,0,0,0,NA,0
"NCGC00255952-01",1,0,0,0,1,NA,0,NA,0,0,NA,0
"NCGC00256483-01",0,0,0,NA,1,NA,0,0,0,NA,1,NA
"NCGC00255806-01",0,0,NA,1,NA,0,0,0,0,0,NA,0
"NCGC00183009-01",1,0,0,0,NA,0,0,0,0,0,0,NA
"NCGC00257386-01",0,0,0,0,NA,1,NA,NA,0,0,0,0
"NCGC00259872-01",NA,0,0,0,1,NA,0,0,0,0,NA,0
"NCGC00255137-01",NA,0,0,0,0,0,0,NA,0,0,NA,0
"NCGC00258962-01",1,0,0,0,NA,NA,0,NA,0,0,1,0
"NCGC00258883-01",0,0,0,1,NA,0,0,NA,0,0,NA,0
"NCGC00259245-01",1,0,0,0,NA,0,0,NA,0,0,NA,0
"NCGC00259947-01",1,0,0,0,NA,NA,0,1,0,1,NA,1
"NCGC00259395-01",1,NA,0,NA,0,NA,0,0,0,0,0,0
"NCGC00260421-01",NA,NA,0,NA,0,0,0,1,0,0,0,0
"NCGC00255726-01",0,0,NA,0,0,0,0,1,0,NA,0,0
"NCGC00258066-01",NA,0,0,0,0,0,0,NA,0,0,NA,0
"NCGC00258756-01",0,1,0,0,NA,0,0,1,0,0,NA,NA
"NCGC00257063-01",NA,0,0,0,0,0,0,0,0,NA,NA,0
"NCGC00256293-01",0,0,0,0,NA,NA,0,0,0,0,NA,0
"NCGC00259397-01",NA,0,0,0,0,0,NA,0,0,0,NA,0
"NCGC00256461-01",NA,0,0,0,1,NA,0,0,0,0,NA,0
"NCGC00254491-01",0,0,0,1,0,0,NA,NA,0,0,1,0
"NCGC00259019-01",0,1,0,0,NA,0,NA,0,0,0,NA,0
"NCGC00259916-01",0,0,0,0,0,NA,NA,NA,0,0,0,0
"NCGC00258929-01",0,0,0,NA,NA,NA,0,0,0,0,NA,0
"NCGC00258319-01",NA,0,0,0,0,0,0,NA,0,0,0,NA
"NCGC00258306-01",0,0,0,0,NA,0,0,1,0,0,NA,NA
"NCGC00256372-01",NA,0,0,0,NA,0,0,0,0,0,NA,0
"NCGC00255703-01",0,0,0,0,NA,0,0,0,NA,0,NA,0
"NCGC00258360-01",0,NA,NA,0,NA,0,0,0,0,0,0,0
"NCGC00259097-01",NA,0,NA,0,0,0,0,0,0,NA,0,0
"NCGC00258362-01",0,NA,NA,0,NA,0,0,0,0,0,0,0
"NCGC00259342-01",0,0,NA,0,NA,NA,0,0,0,0,0,0
"NCGC00259875-01",0,0,0,NA,NA,NA,0,0,0,0,NA,0
"NCGC00259002-01",0,NA,0,0,NA,NA,0,0,0,0,0,0
"NCGC00259036-01",0,NA,0,0,NA,NA,0,0,0,0,0,0
"NCGC00255378-01",0,0,0,0,0,0,0,NA,0,NA,0,NA
"NCGC00258939-01",0,NA,NA,0,NA,0,0,0,0,0,0,0
"NCGC00258957-01",0,NA,0,0,NA,NA,0,0,0,0,0,0
"NCGC00258390-01",0,0,0,0,NA,0,0,0,0,NA,NA,0
"NCGC00258782-01",NA,0,0,0,0,0,NA,0,0,0,NA,0
"NCGC00259366-01",0,0,NA,0,NA,0,0,0,0,0,NA,0
"NCGC00259909-01",NA,0,0,0,0,0,0,NA,0,0,NA,0
"NCGC00254751-01",1,0,0,0,NA,0,0,0,0,0,NA,0
"NCGC00258989-01",1,0,NA,0,0,NA,0,0,0,0,NA,0
"NCGC00259388-01",NA,0,NA,1,NA,0,0,0,0,0,0,0
"NCGC00258927-01",0,NA,0,1,NA,0,NA,1,0,0,0,0
"NCGC00256182-01",0,0,0,0,0,0,0,NA,0,0,NA,NA
"NCGC00259363-01",0,0,NA,0,NA,NA,0,0,0,0,0,0
"NCGC00259817-01",0,NA,NA,0,NA,0,0,0,0,0,0,0
"NCGC00259631-01",NA,0,0,0,0,0,NA,1,0,0,NA,0
"NCGC00255046-01",NA,0,0,0,0,0,1,NA,0,0,NA,0
"NCGC00257724-01",NA,0,0,NA,0,0,0,NA,0,0,NA,0
"NCGC00258361-01",NA,0,0,0,NA,0,0,0,0,0,1,0
"NCGC00258374-01",NA,0,0,0,0,0,NA,1,0,0,NA,0
"NCGC00091278-03",1,0,0,0,NA,0,0,1,0,0,1,NA
"NCGC00254376-01",0,0,0,0,0,0,0,NA,0,0,NA,NA
"NCGC00258650-01",NA,0,NA,0,1,0,0,1,0,0,1,NA
"NCGC00259043-01",NA,0,0,0,0,0,NA,NA,0,0,0,0
"NCGC00255642-01",0,0,NA,0,0,0,NA,0,0,0,NA,0
"NCGC00259466-01",0,0,NA,0,0,0,0,1,0,0,NA,NA
"NCGC00258985-01",0,NA,NA,NA,NA,0,0,0,0,0,0,0
"NCGC00259364-01",0,0,NA,0,NA,0,0,0,0,0,NA,0
"NCGC00256121-01",NA,0,0,0,NA,0,0,0,0,0,NA,0
"NCGC00254704-01",NA,0,0,0,0,0,0,NA,0,0,NA,0
"NCGC00259589-01",0,0,NA,0,NA,NA,0,0,0,0,0,0
"NCGC00255553-01",NA,0,0,1,NA,0,0,0,0,0,0,0
"NCGC00259911-01",NA,0,0,0,NA,NA,0,0,0,0,0,0
"NCGC00258861-01",NA,0,0,0,NA,NA,0,0,0,0,0,0
"NCGC00259446-01",NA,0,0,0,0,0,0,NA,0,0,NA,0
"NCGC00259726-01",0,0,NA,0,NA,0,0,1,0,0,NA,0
"NCGC00258928-01",0,0,NA,0,0,NA,0,0,0,0,NA,0
"NCGC00253990-01",0,0,0,0,NA,0,0,NA,0,0,NA,0
"NCGC00257656-01",NA,0,0,0,0,0,0,NA,0,0,NA,0
"NCGC00259320-01",0,0,NA,0,NA,NA,0,0,0,0,0,0
"NCGC00260513-01",1,0,0,1,NA,0,0,1,0,NA,NA,0
"NCGC00257000-01",0,0,0,0,NA,NA,0,NA,0,0,0,0
"NCGC00258209-01",0,NA,NA,0,NA,0,0,0,0,0,0,0
"NCGC00258294-01",0,NA,NA,0,NA,0,0,0,0,0,0,0
"NCGC00259005-01",0,NA,0,0,NA,NA,0,0,0,0,0,0
"NCGC00259764-01",0,0,0,0,NA,NA,0,NA,0,0,0,0
"NCGC00258327-01",NA,0,NA,0,NA,0,0,0,0,0,0,0
"NCGC00259003-01",0,1,NA,0,NA,NA,0,0,0,0,0,0
"NCGC00260428-01",0,0,0,0,0,0,0,1,0,NA,NA,NA
"NCGC00258471-01",NA,0,0,0,NA,0,0,NA,0,0,0,0
"NCGC00259620-01",NA,0,0,0,NA,NA,0,0,0,0,0,0
"NCGC00259931-01",0,0,0,0,NA,NA,0,NA,0,0,0,0
"NCGC00258339-01",0,NA,NA,0,NA,0,0,0,0,0,0,0
"NCGC00258896-01",0,0,0,0,NA,NA,0,NA,0,0,0,0
"NCGC00258295-01",NA,NA,NA,0,0,0,0,0,0,0,0,0
"NCGC00259953-01",NA,0,0,0,NA,NA,0,0,0,0,0,0
"NCGC00259315-01",NA,0,0,0,0,0,0,0,0,0,NA,NA
"NCGC00258777-01",0,NA,NA,0,NA,0,0,1,0,0,0,0
"NCGC00258278-01",NA,NA,NA,0,0,0,0,0,0,0,0,0
"NCGC00091759-02",0,0,0,0,NA,NA,0,NA,0,0,0,0
"NCGC00257847-01",NA,0,0,0,0,0,0,0,0,0,NA,NA
"NCGC00258815-01",NA,0,0,0,NA,0,0,NA,0,0,1,0
"NCGC00247713-01",NA,0,0,0,1,0,0,NA,0,0,NA,0
"NCGC00258946-01",0,0,0,0,NA,NA,0,0,0,0,NA,0
"NCGC00258880-01",0,0,0,0,NA,NA,0,NA,0,0,0,0
"NCGC00259940-01",0,0,0,0,NA,NA,0,0,0,0,NA,0
"NCGC00259918-01",0,0,0,0,NA,NA,0,0,0,0,NA,0
"NCGC00258897-01",NA,0,0,0,NA,NA,0,0,0,0,0,0
"NCGC00258545-01",NA,0,0,0,NA,0,0,0,0,0,NA,0
"NCGC00258914-01",NA,0,0,0,NA,NA,0,0,0,0,0,0
"NCGC00259343-01",0,0,0,0,NA,NA,0,0,0,NA,0,0
"NCGC00255932-01",0,0,0,0,NA,0,0,NA,0,0,NA,0
"NCGC00258310-01",0,NA,NA,0,NA,0,0,0,0,0,0,0
"NCGC00259954-01",0,0,0,0,NA,NA,0,NA,0,0,0,0
"NCGC00259587-01",NA,0,0,0,NA,NA,0,0,0,0,0,0
"NCGC00016824-01",0,1,1,NA,0,0,0,NA,0,NA,0,0
"NCGC00167537-01",0,0,0,NA,1,0,0,NA,0,NA,0,0
"NCGC00181050-01",0,1,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00254840-01",0,0,1,NA,0,0,1,1,1,NA,0,NA
"NCGC00095289-01",0,1,1,1,1,0,0,NA,0,NA,0,0
"NCGC00095303-02",1,0,0,NA,0,0,0,NA,0,NA,1,0
"NCGC00183031-01",0,1,1,NA,0,0,0,NA,0,NA,0,0
"NCGC00255266-01",0,0,1,NA,0,0,1,1,1,NA,0,1
"NCGC00159497-02",0,1,0,0,1,1,0,NA,0,NA,1,0
"NCGC00159503-02",0,1,1,NA,1,0,0,NA,0,NA,0,0
"NCGC00254440-01",0,0,0,NA,NA,0,1,1,0,1,1,1
"NCGC00015443-06",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00185744-01",0,1,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00160481-01",1,0,0,NA,1,0,0,NA,1,NA,1,1
"NCGC00164234-01",1,0,0,NA,1,1,0,NA,0,NA,1,0
"NCGC00164402-01",0,1,1,NA,0,0,0,NA,0,NA,0,0
"NCGC00164401-01",0,1,1,NA,0,0,0,NA,0,NA,0,0
"NCGC00183028-01",0,1,1,NA,0,0,0,NA,0,NA,0,0
"NCGC00257902-01",1,0,NA,NA,NA,0,0,1,0,0,1,1
"NCGC00260352-01",0,0,0,NA,0,0,NA,1,0,0,NA,0
"NCGC00160547-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016233-01",0,1,1,0,1,1,0,NA,0,NA,1,0
"NCGC00095714-01",0,1,0,NA,1,0,0,NA,0,NA,0,0
"NCGC00168777-01",0,1,1,NA,1,1,0,NA,0,NA,0,0
"NCGC00164139-02",0,0,0,0,0,0,0,NA,0,NA,1,0
"NCGC00015705-04",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00258246-01",1,0,0,NA,NA,0,1,1,1,0,NA,0
"NCGC00016254-01",0,1,1,NA,1,1,0,NA,0,NA,0,0
"NCGC00160415-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00093759-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00027930-04",0,1,1,NA,1,0,0,NA,0,NA,0,0
"NCGC00016600-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00095078-01",1,1,1,NA,0,0,0,NA,0,NA,1,0
"NCGC00260464-01",0,0,NA,NA,1,0,NA,0,0,0,0,0
"NCGC00015234-11",0,1,1,NA,0,0,0,NA,0,NA,0,0
"NCGC00181001-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016651-03",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00164484-02",0,1,1,NA,1,1,0,NA,0,NA,0,0
"NCGC00017034-01",0,1,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00016892-01",0,1,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00091124-02",0,1,1,NA,0,0,0,NA,0,NA,0,0
"NCGC00095023-01",0,1,1,NA,1,1,0,NA,0,NA,0,0
"NCGC00164565-01",1,1,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00159356-02",0,1,1,NA,1,1,0,NA,0,NA,0,0
"NCGC00095003-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00095193-01",1,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00257957-01",0,0,0,NA,0,0,NA,1,0,1,NA,0
"NCGC00091251-01",1,0,0,NA,1,0,0,NA,0,NA,0,0
"NCGC00164400-01",0,1,1,NA,1,1,0,NA,0,NA,0,0
"NCGC00015246-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00163125-02",0,0,0,0,1,1,0,NA,0,NA,0,0
"NCGC00167439-01",0,1,1,0,1,1,0,NA,0,NA,0,0
"NCGC00016945-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00095121-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00024027-05",1,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00259990-01",0,0,0,NA,0,0,NA,1,0,1,1,NA
"NCGC00188432-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00160485-01",1,0,0,NA,1,0,0,NA,0,NA,0,0
"NCGC00168264-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016563-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00167445-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00256596-01",1,0,0,NA,NA,0,0,NA,0,0,1,1
"NCGC00181746-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00016509-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00258067-01",1,0,1,1,1,NA,NA,1,0,0,1,1
"NCGC00024563-02",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00164516-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00160583-01",1,0,0,NA,1,0,0,NA,1,NA,0,0
"NCGC00159323-03",0,1,0,0,0,0,0,NA,0,NA,0,0
"NCGC00014684-03",1,0,0,NA,1,0,0,NA,1,NA,0,0
"NCGC00024599-02",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00255773-01",NA,0,0,NA,NA,0,0,0,0,1,0,0
"NCGC00166281-01",1,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00016804-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00015442-02",0,0,0,NA,0,0,0,NA,1,NA,0,1
"NCGC00255251-01",1,1,0,NA,NA,0,0,1,1,NA,1,0
"NCGC00258205-01",1,0,0,NA,NA,0,0,0,0,0,1,NA
"NCGC00018167-03",0,0,0,0,0,0,0,NA,0,NA,0,1
"NCGC00256885-01",1,0,0,NA,0,NA,0,NA,0,1,1,1
"NCGC00181052-01",1,1,0,NA,1,0,0,NA,0,NA,0,0
"NCGC00183138-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00091708-04",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00167494-01",0,1,1,NA,1,1,0,NA,0,NA,0,0
"NCGC00159498-02",0,1,0,NA,1,1,0,NA,0,NA,0,0
"NCGC00160526-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00163333-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00092300-01",1,0,0,0,0,0,0,NA,0,NA,1,0
"NCGC00182606-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00095157-04",1,0,0,0,0,0,0,NA,0,NA,0,1
"NCGC00091502-01",0,0,0,0,1,0,0,NA,0,NA,0,0
"NCGC00164632-01",0,1,1,0,1,1,0,NA,0,NA,0,0
"NCGC00091120-01",0,0,0,NA,0,0,0,NA,1,NA,0,1
"NCGC00168353-01",1,0,0,NA,1,0,0,NA,0,NA,1,0
"NCGC00181339-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00164587-01",0,1,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00167470-01",0,1,0,NA,1,0,0,NA,0,NA,0,0
"NCGC00164560-01",1,0,0,NA,1,0,0,NA,1,NA,0,0
"NCGC00091367-01",0,0,0,0,0,0,0,NA,0,NA,1,0
"NCGC00182851-01",0,1,1,NA,0,0,0,NA,0,NA,0,0
"NCGC00090766-01",0,1,1,NA,0,0,0,NA,0,NA,0,0
"NCGC00167984-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00166283-01",0,0,0,0,1,1,0,NA,0,NA,0,0
"NCGC00163132-01",1,0,0,0,0,0,0,NA,0,NA,1,0
"NCGC00181165-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00091952-01",0,0,0,NA,1,0,0,NA,0,NA,0,0
"NCGC00013895-01",0,0,0,0,0,0,1,NA,0,NA,1,1
"NCGC00017259-04",1,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00160603-01",1,0,0,1,1,0,0,NA,1,NA,1,0
"NCGC00091146-02",0,0,0,0,1,0,0,NA,0,NA,1,0
"NCGC00093949-03",0,1,1,NA,1,1,0,NA,0,NA,0,0
"NCGC00016413-01",0,1,1,0,0,0,0,NA,0,NA,0,0
"NCGC00163287-01",0,0,1,0,1,1,0,NA,0,NA,0,0
"NCGC00025004-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016642-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160525-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00166138-01",0,1,1,1,1,1,0,NA,0,NA,1,1
"NCGC00258516-01",0,0,0,NA,1,1,0,NA,0,0,1,NA
"NCGC00021191-07",0,0,1,0,0,0,0,NA,0,NA,0,0
"NCGC00181018-01",0,1,1,0,1,0,0,NA,0,NA,0,0
"NCGC00159346-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00013051-01",1,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00253961-01",0,0,0,NA,1,1,0,1,0,0,1,NA
"NCGC00255032-01",NA,0,NA,NA,1,0,1,1,0,0,1,1
"NCGC00159464-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00142625-06",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160622-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00163754-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160543-01",0,0,0,0,1,1,0,NA,0,NA,0,0
"NCGC00095056-03",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00181354-01",0,0,0,1,0,0,0,NA,0,NA,0,0
"NCGC00260456-01",1,0,0,NA,0,0,0,NA,0,1,1,NA
"NCGC00164492-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00256303-01",NA,0,0,NA,NA,0,0,0,0,1,1,0
"NCGC00260484-01",1,0,1,0,0,NA,1,1,0,1,NA,1
"NCGC00160513-01",0,1,1,NA,1,1,0,NA,0,NA,0,0
"NCGC00024777-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00167499-01",0,0,0,0,1,1,0,NA,0,NA,0,0
"NCGC00167973-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00167529-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00065440-02",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00181797-01",0,1,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00160389-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00167506-01",0,0,0,0,1,1,0,NA,0,NA,0,0
"NCGC00025273-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159507-02",0,1,0,0,1,1,1,NA,0,NA,0,0
"NCGC00168263-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00254686-01",0,0,0,NA,0,0,0,1,0,NA,NA,0
"NCGC00159439-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159413-02",0,1,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00015075-04",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00024703-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160623-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00015649-02",1,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00093347-02",0,0,0,0,1,1,0,NA,0,NA,0,0
"NCGC00259190-01",NA,0,1,NA,NA,1,1,1,1,0,0,1
"NCGC00181783-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00017136-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00167422-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00015784-07",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00254747-01",NA,0,0,0,0,0,1,1,0,NA,1,1
"NCGC00159452-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016306-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00166104-01",0,0,0,0,1,1,0,NA,0,NA,0,0
"NCGC00167511-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00015036-03",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00015054-06",1,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00091663-03",1,1,0,NA,0,0,0,NA,1,0,1,NA
"NCGC00182047-01",0,0,0,0,0,0,0,NA,0,NA,0,1
"NCGC00025167-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00160596-02",0,1,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00165899-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00183123-01",0,1,1,NA,1,0,0,NA,0,NA,0,0
"NCGC00160446-01",0,0,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00095105-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00159389-03",0,1,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00181123-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00166218-01",0,0,0,0,1,0,0,NA,0,NA,1,0
"NCGC00162100-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00142391-03",0,0,0,0,1,0,0,NA,0,NA,0,0
"NCGC00016743-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00016878-01",0,1,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00166115-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00255250-01",1,0,NA,NA,NA,0,0,0,1,1,1,1
"NCGC00182074-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00181304-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00018117-07",0,0,0,0,1,0,0,NA,0,NA,0,0
"NCGC00164380-02",0,1,1,1,1,1,0,NA,0,NA,0,0
"NCGC00095896-01",0,0,0,0,1,1,0,NA,0,NA,0,0
"NCGC00092384-02",1,0,0,NA,1,0,0,NA,0,NA,1,0
"NCGC00159329-02",0,1,0,NA,1,1,0,NA,0,NA,0,0
"NCGC00167798-01",0,0,0,0,0,0,0,NA,0,NA,0,1
"NCGC00159363-02",0,1,1,0,1,1,0,NA,0,NA,0,0
"NCGC00091819-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00185753-01",0,0,0,0,0,0,0,NA,1,NA,0,1
"NCGC00016682-02",0,0,0,0,1,1,0,NA,0,NA,0,0
"NCGC00164583-01",0,1,0,NA,0,0,0,NA,0,NA,0,0
"NCGC00017291-05",0,0,0,0,0,0,0,NA,0,NA,1,0
"NCGC00255123-01",0,0,0,NA,1,1,NA,1,0,1,1,1
"NCGC00016335-01",0,0,0,0,1,1,0,NA,0,NA,1,1
"NCGC00160654-01",0,0,0,NA,1,0,0,NA,0,NA,0,0
"NCGC00258100-01",0,NA,0,NA,0,0,0,NA,0,0,1,0
"NCGC00258343-01",NA,0,0,NA,1,1,NA,1,0,1,1,0
"NCGC00022472-05",0,1,1,NA,0,0,0,NA,0,NA,0,0
"NCGC00015471-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00182070-02",0,0,0,0,1,0,0,NA,0,NA,0,0
"NCGC00091643-07",1,0,0,NA,0,0,1,NA,0,NA,1,0
"NCGC00183137-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00013724-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00166037-02",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00013012-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00168771-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00094357-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00024772-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00255803-01",0,0,0,NA,NA,0,0,1,0,0,NA,0
"NCGC00163245-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00181356-01",0,0,0,0,0,0,0,NA,0,NA,0,0
"NCGC00017146-01",0,1,1,0,0,0,0,NA,0,NA,0,0
"NCGC00167486-01",0,0,0,0,0,0,0,NA,0,NA,0,0
